hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,reserved_room_type_B,reserved_room_type_C,reserved_room_type_D,reserved_room_type_E,reserved_room_type_F,reserved_room_type_G,reserved_room_type_H,reserved_room_type_L,assigned_room_type_B,assigned_room_type_C,assigned_room_type_D,assigned_room_type_E,assigned_room_type_F,assigned_room_type_G,assigned_room_type_H,assigned_room_type_I,assigned_room_type_K,assigned_room_type_L,total_guests,total_nights,is_family,customer_history
1,0,77,2015,7,27,1,2,5,2,0.0,0,0,0,0,0,0,240.0,0,2,94.0,0,0,1,2015-07-08,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7,0,0
1,0,99,2015,7,27,1,2,5,2,0.0,0,0,0,0,0,0,240.0,0,2,87.3,1,1,1,2015-07-08,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,7,0,0
1,0,118,2015,7,27,1,4,10,1,0.0,0,0,0,0,2,0,0.0,0,2,62.0,0,2,1,2015-07-15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,14,0,0
1,0,95,2015,7,27,1,4,11,2,0.0,0,0,0,0,0,0,241.0,0,2,63.86,0,0,1,2015-07-16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,15,0,0
1,1,96,2015,7,27,1,2,8,2,0.0,0,0,0,0,0,0,0.0,0,2,108.3,0,2,0,2015-05-29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,10,0,0
1,0,69,2015,7,27,2,2,4,2,0.0,0,0,0,0,0,0,175.0,0,2,65.5,0,0,1,2015-07-08,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,6,0,0
1,1,45,2015,7,27,2,1,3,3,0.0,0,0,0,0,0,0,241.0,0,2,108.8,0,1,0,2015-05-19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4,0,0
1,1,40,2015,7,27,2,1,3,3,0.0,0,0,0,0,0,0,241.0,0,2,108.8,0,1,0,2015-06-19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4,0,0
1,0,15,2015,7,27,2,1,3,2,0.0,0,0,0,0,0,0,240.0,0,2,98.0,0,0,1,2015-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,4,0,0
1,0,36,2015,7,27,2,1,3,3,0.0,0,0,0,0,0,0,241.0,0,2,108.8,0,1,1,2015-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4,0,0
1,1,43,2015,7,27,2,1,3,3,0.0,0,0,0,0,0,0,241.0,0,2,108.8,0,0,0,2015-05-23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4,0,0
1,0,70,2015,7,27,2,2,3,2,0.0,0,0,0,0,0,0,250.0,0,2,137.0,0,1,1,2015-07-07,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,5,0,0
1,1,45,2015,7,27,2,2,3,2,0.0,0,0,0,0,0,0,241.0,0,2,117.81,0,0,0,2015-05-18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,5,0,0
1,0,45,2015,7,27,2,2,3,2,0.0,0,0,0,0,0,0,8.0,0,0,79.5,0,0,1,2015-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,5,0,0
1,0,16,2015,7,27,2,2,3,2,0.0,0,0,0,0,0,0,0.0,0,2,123.0,0,0,1,2015-07-07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,5,0,0
1,0,107,2015,7,27,2,2,5,2,0.0,0,0,0,0,0,0,240.0,0,2,110.7,0,2,1,2015-07-09,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7,0,0
1,1,47,2015,7,27,2,2,5,2,2.0,0,0,0,0,0,0,240.0,0,2,153.0,0,0,0,2015-06-02,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,7,1,0
1,0,96,2015,7,27,2,2,5,2,0.0,0,0,0,0,0,0,134.0,0,2,58.95,0,1,1,2015-07-09,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7,0,0
1,0,113,2015,7,27,2,2,5,2,0.0,0,0,0,0,0,0,156.0,0,3,82.88,0,2,1,2015-07-09,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,7,0,0
1,0,90,2015,7,27,2,2,5,2,0.0,0,0,0,0,1,0,243.0,0,0,82.35,0,0,1,2015-07-09,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,7,0,0
1,0,50,2015,7,27,2,2,5,2,0.0,0,0,0,0,1,0,241.0,0,2,119.35,0,1,1,2015-07-09,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7,0,0
1,0,113,2015,7,27,2,2,5,2,0.0,0,0,0,0,0,0,156.0,0,3,67.58,0,2,1,2015-07-09,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,7,0,0
1,0,93,2015,7,27,2,3,8,2,0.0,0,0,0,0,0,0,156.0,0,0,56.01,0,0,1,2015-07-13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,11,0,0
1,0,76,2015,7,27,2,4,10,2,0.0,0,0,0,0,0,0,243.0,0,0,110.7,0,0,1,2015-07-16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,14,0,0
1,0,3,2015,7,27,2,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,88.2,1,0,1,2015-07-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,0,0
1,0,1,2015,7,27,2,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,147.0,1,0,1,2015-07-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0
1,0,1,2015,7,27,2,0,1,2,2.0,0,0,0,0,0,0,0.0,0,2,107.0,1,2,1,2015-07-03,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,1,1,0
1,0,0,2015,7,27,2,0,1,2,0.0,0,0,0,0,0,0,0.0,0,2,147.0,0,0,1,2015-07-03,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0
1,0,0,2015,7,27,2,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,117.9,0,2,1,2015-07-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,1,0,0
1,0,0,2015,7,27,2,0,1,2,0.0,0,0,0,0,0,0,0.0,0,2,123.0,0,0,1,2015-07-03,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,0
1,0,14,2015,7,27,2,0,2,2,0.0,0,0,0,0,0,0,242.0,0,2,98.0,0,1,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2,0,0
1,0,10,2015,7,27,2,0,2,2,0.0,0,0,0,0,0,0,241.0,0,2,117.81,0,0,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,2,0,0
1,0,5,2015,7,27,2,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,135.0,1,2,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2,0,0
1,0,17,2015,7,27,2,0,3,2,0.0,0,0,0,0,0,0,250.0,0,2,133.0,0,1,1,2015-07-05,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,3,0,0
1,0,93,2015,7,27,2,0,3,2,0.0,0,0,0,0,0,0,115.0,0,0,58.95,0,0,1,2015-07-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3,0,0
1,1,3,2015,7,27,2,0,3,2,0.0,0,0,0,0,0,0,240.0,0,2,136.33,0,2,0,2015-06-29,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,0,0
1,0,10,2015,7,27,3,0,2,2,2.0,0,0,0,0,0,0,240.0,0,2,153.0,1,0,1,2015-07-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2,1,0
1,0,3,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,110.5,0,0,1,2015-07-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2,0,0
1,0,51,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,242.0,0,2,97.0,0,0,1,2015-07-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2,0,0
1,1,71,2015,7,27,3,0,2,3,0.0,0,0,0,0,0,0,242.0,0,2,110.3,0,2,0,2015-06-16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2,0,0
1,1,63,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,82.0,0,2,0,2015-06-18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,0,0
1,1,62,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,97.0,0,1,0,2015-07-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2,0,0
1,1,101,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,73.8,0,1,0,2015-06-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,0,0
1,0,2,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,3.0,0,2,91.5,0,0,1,2015-07-05,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,0,0
1,0,15,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,114.5,0,0,1,2015-07-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,0,0
1,1,51,2015,7,27,3,0,2,3,0.0,0,0,0,0,0,0,242.0,0,2,110.3,0,0,0,2015-06-09,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2,0,0
1,0,3,2015,7,27,3,1,2,2,0.0,0,0,0,0,0,0,240.0,0,2,90.9,1,0,1,2015-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,0,0
1,1,48,2015,7,27,3,1,2,2,0.0,0,0,0,0,0,0,240.0,0,2,123.0,0,0,0,2015-05-26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,3,0,0
1,0,2,2015,7,27,3,2,2,1,0.0,0,0,0,0,0,0,240.0,0,2,122.0,0,0,1,2015-07-07,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4,0,0
1,0,72,2015,7,27,3,2,2,2,0.0,0,0,0,0,0,0,105.0,0,2,110.7,1,0,1,2015-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4,0,0
1,0,81,2015,7,27,3,2,6,3,0.0,0,0,0,0,0,0,5.0,0,2,85.86,0,0,1,2015-07-11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,8,0,0
1,0,99,2015,7,27,3,2,7,2,0.0,0,0,0,0,0,0,40.0,0,0,58.95,0,0,1,2015-07-12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,0,0
1,1,81,2015,7,27,3,3,7,2,0.0,0,0,0,0,2,0,250.0,0,2,124.0,0,1,0,2015-06-09,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10,0,0
1,0,99,2015,7,27,3,3,7,2,0.0,0,0,0,0,0,0,115.0,0,0,111.15,0,0,1,2015-07-13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,10,0,0
1,0,69,2015,7,27,3,4,10,2,0.0,0,0,0,0,1,0,241.0,0,2,92.45,0,1,1,2015-07-17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,14,0,0
1,1,79,2015,7,27,3,6,15,2,1.0,0,0,0,0,0,0,242.0,0,2,108.73,0,2,0,2015-04-15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,21,1,0
1,0,12,2015,7,27,3,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,73.8,0,0,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,0,0
1,0,9,2015,7,27,3,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,98.0,1,2,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,0,0
1,0,1,2015,7,27,3,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,131.0,0,1,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,0,0
1,0,21,2015,7,27,3,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,123.0,0,0,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,0,0
1,0,9,2015,7,27,3,0,1,2,0.0,0,0,0,0,0,0,241.0,0,2,94.71,0,0,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,0,0
1,0,109,2015,7,27,3,0,1,2,0.0,0,0,0,0,0,0,240.0,0,2,123.0,0,2,1,2015-07-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,0,0
1,1,109,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,123.0,0,1,0,2015-05-26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,0,0
1,1,72,2015,7,27,3,0,2,2,0.0,0,0,0,0,0,0,240.0,0,2,73.8,0,1,0,2015-06-29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,0,0
1,1,63,2015,7,27,3,2,5,2,0.0,0,0,0,0,0,0,242.0,0,2,117.0,0,1,0,2015-05-13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7,0,0
1,0,63,2015,7,27,3,2,5,3,0.0,0,0,0,0,0,0,105.0,0,2,196.54,0,1,1,2015-07-10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,7,0,0
1,0,101,2015,7,27,3,2,5,2,1.0,0,0,0,0,0,0,240.0,0,2,99.3,1,2,1,2015-07-10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,7,1,0
1,0,102,2015,7,27,3,2,5,2,0.0,0,0,0,0,0,0,250.0,0,2,90.95,0,0,1,2015-07-10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,7,0,0
1,0,4,2015,7,27,4,2,1,2,0.0,0,0,0,0,0,0,250.0,0,2,92.67,0,1,1,2015-07-07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3,0,0
